Guid;Kursus
D9417DFE-53F9-4C5A-ACEC-FAE808E2B88D;02457 Signalbehandling i ikke-lineære systemer E10
6EA34551-F5A5-40E4-A27B-26DCC2A04924;02633 Indledende programmering med Matlab Jan 09
102980CC-23FD-462F-B6F6-6A2FBB18EB8A;02159 Operativsystemer E09
102980CC-23FD-462F-B6F6-6A2FBB18EB8A;02152 Parallelle systemer E08
102980CC-23FD-462F-B6F6-6A2FBB18EB8A;02441 Anvendt statistik og statistisk programmel Jan 09
102980CC-23FD-462F-B6F6-6A2FBB18EB8A;02225 Tidstro systemer F10
102980CC-23FD-462F-B6F6-6A2FBB18EB8A;02242 Program Analyse E10
102980CC-23FD-462F-B6F6-6A2FBB18EB8A;02345 Datasikkerhed E08
102980CC-23FD-462F-B6F6-6A2FBB18EB8A;02286 Logik i datalogi, kunstig intelligens og multiagent-systemer E10
102980CC-23FD-462F-B6F6-6A2FBB18EB8A;02289 Implementering af multi-trådede agenter Jun 10
102980CC-23FD-462F-B6F6-6A2FBB18EB8A;02291 System integration F09
102980CC-23FD-462F-B6F6-6A2FBB18EB8A;02157 Funktionsprogrammering E09
102980CC-23FD-462F-B6F6-6A2FBB18EB8A;02156 Formelle Logiske Systemer E08
102980CC-23FD-462F-B6F6-6A2FBB18EB8A;02633 Indledende programmering med Matlab Jan 10
102980CC-23FD-462F-B6F6-6A2FBB18EB8A;02155 Computerarkitektur E09
102980CC-23FD-462F-B6F6-6A2FBB18EB8A;02285 Kunstig intelligens og multiagent-systemer F10
102980CC-23FD-462F-B6F6-6A2FBB18EB8A;02221 Principper for distribuerede systemer F10
102980CC-23FD-462F-B6F6-6A2FBB18EB8A;01227 Grafteori F09
102980CC-23FD-462F-B6F6-6A2FBB18EB8A;02249 Beregningsmæssigt hårde problemer E09
102980CC-23FD-462F-B6F6-6A2FBB18EB8A;02244 Sprog-baseret sikkerhed F10
3D15E87F-46BF-4B0C-9D86-2CDD407D25D1;02152 Parallelle systemer E08
3D15E87F-46BF-4B0C-9D86-2CDD407D25D1;02225 Tidstro systemer F10
3D15E87F-46BF-4B0C-9D86-2CDD407D25D1;02242 Program Analyse E10
3D15E87F-46BF-4B0C-9D86-2CDD407D25D1;02285 Kunstig intelligens og multiagent-systemer F10
3D15E87F-46BF-4B0C-9D86-2CDD407D25D1;02110 Algoritmer og Datastrukturer II E09
3D15E87F-46BF-4B0C-9D86-2CDD407D25D1;01227 Grafteori F09
3D15E87F-46BF-4B0C-9D86-2CDD407D25D1;02507 Topologi-projekt
3D15E87F-46BF-4B0C-9D86-2CDD407D25D1;02157 Funktionsprogrammering E09
3D15E87F-46BF-4B0C-9D86-2CDD407D25D1;02156 Formelle Logiske Systemer E08
3D15E87F-46BF-4B0C-9D86-2CDD407D25D1;02507 Projektarbejde inden for billedanalyse, computer grafik og optimering Jan 09
3D15E87F-46BF-4B0C-9D86-2CDD407D25D1;02283 Algoritmer for store datamængder F10
3D15E87F-46BF-4B0C-9D86-2CDD407D25D1;02249 Beregningsmæssigt hårde problemer E09
3D15E87F-46BF-4B0C-9D86-2CDD407D25D1;02159 Operativsystemer E10
3D15E87F-46BF-4B0C-9D86-2CDD407D25D1;02241 Robust Programmering i .NET E08
3D15E87F-46BF-4B0C-9D86-2CDD407D25D1;02921 ITMAN seminarrække
3D15E87F-46BF-4B0C-9D86-2CDD407D25D1;02286 Logik i kunstig intelligens og multiagent-systemer E09
963F6E8A-1189-42F8-A142-35A8C5DA08E8;02569 Lys & Materialer E10
963F6E8A-1189-42F8-A142-35A8C5DA08E8;01035 Matematik 2 F11
963F6E8A-1189-42F8-A142-35A8C5DA08E8;01035 Matematik 2 E11
963F6E8A-1189-42F8-A142-35A8C5DA08E8;01035 Matematik 2 E10
A596381D-725D-42D3-AE7E-DECA78A61B2E;02593 Statistik E10
A596381D-725D-42D3-AE7E-DECA78A61B2E;02323 Sandsynlighedsregning og Statistik  E10
A596381D-725D-42D3-AE7E-DECA78A61B2E;02593 Statistik E09
A596381D-725D-42D3-AE7E-DECA78A61B2E;02593 Statistik F10
A596381D-725D-42D3-AE7E-DECA78A61B2E;01035 Matematik 2 E10
A596381D-725D-42D3-AE7E-DECA78A61B2E;02323 Sandsynlighedsregning og Statistik 
A596381D-725D-42D3-AE7E-DECA78A61B2E;02593 Statistik
A596381D-725D-42D3-AE7E-DECA78A61B2E;02323 Sandsynlighedsregning og Statistik  F09
A596381D-725D-42D3-AE7E-DECA78A61B2E;02323 Sandsynlighedsregning og Statistik  F10
A596381D-725D-42D3-AE7E-DECA78A61B2E;02593 Statistik F09
A596381D-725D-42D3-AE7E-DECA78A61B2E;02323 Sandsynlighedsregning og Statistik  E09
5A1BF478-B490-4AFA-85EC-FE0268BB453F;02633 Indledende programmering med Matlab Jun 08
5A1BF478-B490-4AFA-85EC-FE0268BB453F;02402 Introduktion til statistik  E08
1E57040E-DD48-4779-BA52-738A7C32460C;02323 Sandsynlighedsregning og Statistik  E10
50764941-4BF0-49BA-BE34-5A9EC467CE83;02402 Introduktion til statistik  E11
50764941-4BF0-49BA-BE34-5A9EC467CE83;02633 Indledende programmering med Matlab Jun 10
C58489B9-7515-4EC7-A543-993BCAE78D99;02312 Indledende programmering E10
C58489B9-7515-4EC7-A543-993BCAE78D99;02313 Udviklingsmetoder til IT-Systemer E10
9BD79DA2-ACBB-4B25-A4B9-98C830AF75C8;02101 Indledende programmering E09
9BD79DA2-ACBB-4B25-A4B9-98C830AF75C8;02170 Database Systemer F11
9BD79DA2-ACBB-4B25-A4B9-98C830AF75C8;02159 Operativsystemer E11
9BD79DA2-ACBB-4B25-A4B9-98C830AF75C8;02131 Indlejrede systemer E10
9BD79DA2-ACBB-4B25-A4B9-98C830AF75C8;02180 Introduktion til kunstig intelligens F11
9BD79DA2-ACBB-4B25-A4B9-98C830AF75C8;01227 Grafteori F10
9BD79DA2-ACBB-4B25-A4B9-98C830AF75C8;02157 Funktionsprogrammering E11
9BD79DA2-ACBB-4B25-A4B9-98C830AF75C8;02121 Ingeniørarbejde - Softwareteknologi E09
9BD79DA2-ACBB-4B25-A4B9-98C830AF75C8;02241 Robuste Software Systemer
9BD79DA2-ACBB-4B25-A4B9-98C830AF75C8;02122 Fagprojekt - Bachelor i Softwareteknologi F11
9BD79DA2-ACBB-4B25-A4B9-98C830AF75C8;02165 Udvikling af Software Produkter Jan 12
9BD79DA2-ACBB-4B25-A4B9-98C830AF75C8;02402 Introduktion til statistik 
9BD79DA2-ACBB-4B25-A4B9-98C830AF75C8;02110 Algoritmer og Datastrukturer 2 E10
9BD79DA2-ACBB-4B25-A4B9-98C830AF75C8;02105 Algoritmer og Datastrukturer I F10
9BD79DA2-ACBB-4B25-A4B9-98C830AF75C8;02405 Sandsynlighedsregning F10
9BD79DA2-ACBB-4B25-A4B9-98C830AF75C8;02158 Parallelprogrammering E11
9BD79DA2-ACBB-4B25-A4B9-98C830AF75C8;02162 Software Engineering 2 E11
9BD79DA2-ACBB-4B25-A4B9-98C830AF75C8;02161 Software Engineering 1 F10
9BD79DA2-ACBB-4B25-A4B9-98C830AF75C8;02141 Datalogisk Modellering F11
C887227D-825C-4F36-8448-4817216531E0;02101 Indledende programmering E09
C887227D-825C-4F36-8448-4817216531E0;02131 Indlejrede systemer E10
C887227D-825C-4F36-8448-4817216531E0;02180 Introduktion til kunstig intelligens F11
C887227D-825C-4F36-8448-4817216531E0;01227 Grafteori F10
C887227D-825C-4F36-8448-4817216531E0;02105 Algoritmer og Datastrukturer I F10
C887227D-825C-4F36-8448-4817216531E0;02403 Introduktion til statistik  Jun 10
C887227D-825C-4F36-8448-4817216531E0;02161 Software Engineering 1 F10
C887227D-825C-4F36-8448-4817216531E0;02141 Datalogisk Modellering F11
C887227D-825C-4F36-8448-4817216531E0;02121 Ingeniørarbejde - Softwareteknologi E09
C887227D-825C-4F36-8448-4817216531E0;02261 Usability engineering Jan 11
C887227D-825C-4F36-8448-4817216531E0;02122 Fagprojekt - Bachelor i Softwareteknologi F11
C887227D-825C-4F36-8448-4817216531E0;02501 Billedanalyse, vision og computer grafik E10
7E80E418-D4D6-44B4-95D3-9AE2C5EB5FF9;02101 Indledende programmering E09
7E80E418-D4D6-44B4-95D3-9AE2C5EB5FF9;02350 Windows Programming using C# and .Net E11
7E80E418-D4D6-44B4-95D3-9AE2C5EB5FF9;02159 Operativsystemer E11
7E80E418-D4D6-44B4-95D3-9AE2C5EB5FF9;02131 Indlejrede systemer E10
7E80E418-D4D6-44B4-95D3-9AE2C5EB5FF9;02561 Computer grafik E11
7E80E418-D4D6-44B4-95D3-9AE2C5EB5FF9;02105 Algoritmer og Datastrukturer I F10
7E80E418-D4D6-44B4-95D3-9AE2C5EB5FF9;02501 Billedanalyse, vision og computer grafik E10
7E80E418-D4D6-44B4-95D3-9AE2C5EB5FF9;02633 Indledende programmering med Matlab Jun 10
7E80E418-D4D6-44B4-95D3-9AE2C5EB5FF9;02157 Funktionsprogrammering E11
7E80E418-D4D6-44B4-95D3-9AE2C5EB5FF9;02141 Datalogisk Modellering F11
7E80E418-D4D6-44B4-95D3-9AE2C5EB5FF9;02121 Ingeniørarbejde - Softwareteknologi E09
7E80E418-D4D6-44B4-95D3-9AE2C5EB5FF9;02261 Usability engineering Jan 11
7E80E418-D4D6-44B4-95D3-9AE2C5EB5FF9;02122 Fagprojekt - Bachelor i Softwareteknologi F11
7E80E418-D4D6-44B4-95D3-9AE2C5EB5FF9;02402 Introduktion til statistik  E10
7E80E418-D4D6-44B4-95D3-9AE2C5EB5FF9;02405 Sandsynlighedsregning F10
7E80E418-D4D6-44B4-95D3-9AE2C5EB5FF9;02158 Parallelprogrammering E11
7E80E418-D4D6-44B4-95D3-9AE2C5EB5FF9;02105 Algoritmer og Datastrukturer 1
7E80E418-D4D6-44B4-95D3-9AE2C5EB5FF9;02105 Algoritmer og Datastrukturer 1 E10
7E80E418-D4D6-44B4-95D3-9AE2C5EB5FF9;02161 Software Engineering 1 F10
14136074-8BB0-4CAF-8862-E4077B8454D4;01035 Matematik 2 E11
14136074-8BB0-4CAF-8862-E4077B8454D4;02139 Digital elektronik 2 F11
14136074-8BB0-4CAF-8862-E4077B8454D4;02633 Indledende programmering med Matlab Jan 12
14136074-8BB0-4CAF-8862-E4077B8454D4;02138 Digital elektronik 1 E10
14136074-8BB0-4CAF-8862-E4077B8454D4;02102 Indledende Programmering F11
14136074-8BB0-4CAF-8862-E4077B8454D4;02402 Introduktion til statistik  E11
74E8E18B-40A9-476D-A5E1-87AEEC792F2C;02569 Lys & Materialer E10
74E8E18B-40A9-476D-A5E1-87AEEC792F2C;01035 Matematik 2 F11
92D4CD5C-9FCC-4E0F-8678-BB7BF94FAC54;01035 Matematik 2 F11
92D4CD5C-9FCC-4E0F-8678-BB7BF94FAC54;02569 Lys & Materialer E11
19A49DA3-6DE3-4105-B4BF-A516894DF465;02101 Indledende programmering E10
19A49DA3-6DE3-4105-B4BF-A516894DF465;01035 Matematik 2 F10
19A49DA3-6DE3-4105-B4BF-A516894DF465;02393 Programmering i C++ E11
19A49DA3-6DE3-4105-B4BF-A516894DF465;02633 Indledende programmering med Matlab Jun 10
A42571DB-6083-46E3-AA52-D6B39DB8F370;02102 Indledende programmering F10
A42571DB-6083-46E3-AA52-D6B39DB8F370;02525 Introduktion til Matematik og Teknologi E09
A42571DB-6083-46E3-AA52-D6B39DB8F370;02416 Likelihood og Lineære Modeller E10
A42571DB-6083-46E3-AA52-D6B39DB8F370;02417 Tidsrækkeanalyse E11
A42571DB-6083-46E3-AA52-D6B39DB8F370;02450 Introduktion til Machine Learning og Datamodellering F11
A42571DB-6083-46E3-AA52-D6B39DB8F370;02403 Introduktion til statistik  Jun 10
A42571DB-6083-46E3-AA52-D6B39DB8F370;02105 Algoritmer og Datastrukturer 1 F11
A42571DB-6083-46E3-AA52-D6B39DB8F370;02603 Modellering og beregninger F10
A42571DB-6083-46E3-AA52-D6B39DB8F370;02417 Tidsrækkeanalyse
A42571DB-6083-46E3-AA52-D6B39DB8F370;02409 Multivariat statistik E11
A42571DB-6083-46E3-AA52-D6B39DB8F370;02454 Introduktion til Kognitionsvidenskab E11
A42571DB-6083-46E3-AA52-D6B39DB8F370;02405 Sandsynlighedsregning E10
A42571DB-6083-46E3-AA52-D6B39DB8F370;01035 Matematik 2 E10
A42571DB-6083-46E3-AA52-D6B39DB8F370;01227 Grafteori F11
18A3482B-2312-4401-95D3-D26A273A9CCC;02906 Diskrete inverse problemer
18A3482B-2312-4401-95D3-D26A273A9CCC;02525 Introduktion til Matematik og Teknologi E09
18A3482B-2312-4401-95D3-D26A273A9CCC;02417 Tidsrækkeanalyse E11
18A3482B-2312-4401-95D3-D26A273A9CCC;02403 Introduktion til statistik  Jun 10
18A3482B-2312-4401-95D3-D26A273A9CCC;02393 Programmering i C++ E11
18A3482B-2312-4401-95D3-D26A273A9CCC;02405 Sandsynlighedsregning F11
18A3482B-2312-4401-95D3-D26A273A9CCC;02603 Modellering og beregninger F10
18A3482B-2312-4401-95D3-D26A273A9CCC;02102 Indledende Programmering F11
18A3482B-2312-4401-95D3-D26A273A9CCC;02418 Statistisk modellering: teori og anvendelser E11
18A3482B-2312-4401-95D3-D26A273A9CCC;02501 Billedanalyse, vision og computer grafik E10
18A3482B-2312-4401-95D3-D26A273A9CCC;02405 Sandsynlighedsregning E10
18A3482B-2312-4401-95D3-D26A273A9CCC;02610 Optimering og datafitting E11
18A3482B-2312-4401-95D3-D26A273A9CCC;01035 Matematik 2 E10
18A3482B-2312-4401-95D3-D26A273A9CCC;01227 Grafteori F11
0D4F6B2D-54D9-4EC0-A1C8-4BDF9FA99B01;02525 Introduktion til Matematik og Teknologi E09
0D4F6B2D-54D9-4EC0-A1C8-4BDF9FA99B01;02403 Introduktion til statistik  Jun 10
0D4F6B2D-54D9-4EC0-A1C8-4BDF9FA99B01;02603 Modellering og beregninger F10
C9C762DD-686F-419A-92F3-1749FF113ABE;02631 Indledende programmering med Matlab E10
C9C762DD-686F-419A-92F3-1749FF113ABE;02403 Introduktion til statistik  Jun 11
C9C762DD-686F-419A-92F3-1749FF113ABE;02405 Sandsynlighedsregning
C9C762DD-686F-419A-92F3-1749FF113ABE;01035 Matematik 2 E10
F96F8BBB-81C4-40D9-A90B-638155B2608B;02159 Operativsystemer E11
F96F8BBB-81C4-40D9-A90B-638155B2608B;02814 Agil udvikling af digitale medier
F96F8BBB-81C4-40D9-A90B-638155B2608B;02393 Programmering i C++ E11
F96F8BBB-81C4-40D9-A90B-638155B2608B;02266 User Experience Engineering Jan 12
F96F8BBB-81C4-40D9-A90B-638155B2608B;02180 Introduktion til kunstig intelligens
F96F8BBB-81C4-40D9-A90B-638155B2608B;02241 Robuste Software Systemer
F96F8BBB-81C4-40D9-A90B-638155B2608B;02115 Java-programmering E11
F96F8BBB-81C4-40D9-A90B-638155B2608B;02631 Indledende programmering med Matlab
F96F8BBB-81C4-40D9-A90B-638155B2608B;02815 Web 2.0 og mobil interaktion E11
5514A2B0-9210-40BB-B68A-205AABF39D7A;02403 Introduktion til statistik  Jun 08
5514A2B0-9210-40BB-B68A-205AABF39D7A;02411 Statistisk forsøgsplanlægning F09
6A925F05-AE12-47CD-AD07-5535D288AF35;02154 Udvikling af digitale systemer E08
6A925F05-AE12-47CD-AD07-5535D288AF35;02137 Laboratoriekursus i udvikling af digitale systemer Jan 09
6A925F05-AE12-47CD-AD07-5535D288AF35;02155 Computerarkitektur E08
2081FA50-88F5-4FE9-8FC3-70551B28A20A;02633 Indledende programmering med Matlab Jun 08
2081FA50-88F5-4FE9-8FC3-70551B28A20A;02411 Statistisk forsøgsplanlægning E10
2081FA50-88F5-4FE9-8FC3-70551B28A20A;02402 Introduktion til statistik  E08
979722E8-3C5B-42DA-AAB7-4F3FDAD6F590;02569 Lys & Materialer E10
979722E8-3C5B-42DA-AAB7-4F3FDAD6F590;01035 Matematik 2 F09
CAB99DCB-0482-4D98-B9D7-48D873DB14BB;02601 Introduktion til numeriske algoritmer F10
CAB99DCB-0482-4D98-B9D7-48D873DB14BB;02631 Indledende programmering med Matlab E08
CAB99DCB-0482-4D98-B9D7-48D873DB14BB;01035 Matematik 2 E08
CAB99DCB-0482-4D98-B9D7-48D873DB14BB;02402 Introduktion til statistik  E08
E3F01673-D4E1-4EC7-BAFF-D948307422B6;02631 Indledende programmering med Matlab E08
E3F01673-D4E1-4EC7-BAFF-D948307422B6;01035 Matematik 2 E08
E3F01673-D4E1-4EC7-BAFF-D948307422B6;02402 Introduktion til statistik  E08
497FD730-D957-45B5-9E57-BF68BFAF636B;02569 Lys & Materialer E09
497FD730-D957-45B5-9E57-BF68BFAF636B;02565 Computer Animation og Modellering F10
497FD730-D957-45B5-9E57-BF68BFAF636B;01035 Matematik 2 F09
497FD730-D957-45B5-9E57-BF68BFAF636B;02567 Digital grafisk produktion Jan 10
55463EAE-78C0-42F4-9158-C144081B7061;02569 Lys & Materialer E09
55463EAE-78C0-42F4-9158-C144081B7061;01035 Matematik 2 E09
55463EAE-78C0-42F4-9158-C144081B7061;02565 Computer Animation og Modellering F10
55463EAE-78C0-42F4-9158-C144081B7061;02567 Digital grafisk produktion Jan 10
BAAFBB14-C3F4-41BE-9F47-5B3EC1D228CB;02402 Introduktion til statistik  E11
BAAFBB14-C3F4-41BE-9F47-5B3EC1D228CB;02633 Indledende programmering med Matlab Jun 11
A7E70FCF-B669-47E9-9BF6-F97200A9BE45;02633 Indledende programmering med Matlab Jun 11
A7E70FCF-B669-47E9-9BF6-F97200A9BE45;02402 Introduktion til statistik  E11
A2C3FAAF-4FF5-43C7-A8D4-B5EEA2AD522A;02323 Sandsynlighedsregning og Statistik  E11
A2C3FAAF-4FF5-43C7-A8D4-B5EEA2AD522A;02693 Programmering
A2C3FAAF-4FF5-43C7-A8D4-B5EEA2AD522A;02323 Sandsynlighedsregning og Statistik  F11
E9E5CFEB-340D-4EC4-9048-04E6E42F7302;02313 Udviklingsmetoder til IT-Systemer E11
8F0EE339-5084-4AE4-A7E5-075ADC1FA503;02411 Statistisk forsøgsplanlægning E08
8F0EE339-5084-4AE4-A7E5-075ADC1FA503;02411 Statistisk forsøgsplanlægning F09
49B16F30-5065-4925-BC3D-DE466C980C9D;02417 Tidsrækkeanalyse F09
49B16F30-5065-4925-BC3D-DE466C980C9D;02267 Software Development of Web Services E09
49B16F30-5065-4925-BC3D-DE466C980C9D;02417 Tidsrækkeanalyse E09
49B16F30-5065-4925-BC3D-DE466C980C9D;02115 Java-programmering E09
49B16F30-5065-4925-BC3D-DE466C980C9D;02417 Tidsrækkeanalyse E08
CFCE012F-3042-44BA-A5F8-A725FF98B656;02323 Sandsynlighedsregning og Statistik  E08
CFCE012F-3042-44BA-A5F8-A725FF98B656;02323 Sandsynlighedsregning og Statistik  F09
CFCE012F-3042-44BA-A5F8-A725FF98B656;02536 Afsætning, GPS og GIS for Diplomingeniører Jun 08
55A11CF2-9D55-47DE-8778-1C5F4E7B4259;02323 Sandsynlighedsregning og Statistik  E08
55A11CF2-9D55-47DE-8778-1C5F4E7B4259;02536 Afsætning, GPS og GIS for Diplomingeniører Jun 08
55A11CF2-9D55-47DE-8778-1C5F4E7B4259;01035 Matematik 2 F10
E73EF0C5-E81F-434C-B6F3-902C4AD28D39;02323 Sandsynlighedsregning og Statistik  E08
E73EF0C5-E81F-434C-B6F3-902C4AD28D39;02323 Sandsynlighedsregning og Statistik  F10
E73EF0C5-E81F-434C-B6F3-902C4AD28D39;02323 Sandsynlighedsregning og Statistik  E09
6A0BC7EF-7646-476C-AD07-B32D44826151;02459 Machine Learning og Signalbehandling F10
6A0BC7EF-7646-476C-AD07-B32D44826151;02323 Sandsynlighedsregning og Statistik  E08
6A0BC7EF-7646-476C-AD07-B32D44826151;02204 Design af asynkrone kredsløb F11
6A0BC7EF-7646-476C-AD07-B32D44826151;02405 Sandsynlighedsregning F10
6A0BC7EF-7646-476C-AD07-B32D44826151;01035 Matematik 2 E09
6A0BC7EF-7646-476C-AD07-B32D44826151;02421 Stokastisk adaptiv regulering
6A0BC7EF-7646-476C-AD07-B32D44826151;02513 Industriel billedanalyse Jun 11
6A0BC7EF-7646-476C-AD07-B32D44826151;02207 Videregående teknikker for digital design E09
6A0BC7EF-7646-476C-AD07-B32D44826151;02501 Billedanalyse, vision og computer grafik E10
6A0BC7EF-7646-476C-AD07-B32D44826151;02633 Indledende programmering med Matlab Jan 10
F8962617-7BDF-45D0-B474-ED5C98C09768;02333 Parallelle og tidstro systemer E08
F8962617-7BDF-45D0-B474-ED5C98C09768;02222 Distribuerede systemer F10
F8962617-7BDF-45D0-B474-ED5C98C09768;02225 Tidstro systemer F10
F8962617-7BDF-45D0-B474-ED5C98C09768;02335 Netteknologi A E08
F8962617-7BDF-45D0-B474-ED5C98C09768;02329 Datateknisk produktudvikling Jun 08
F8962617-7BDF-45D0-B474-ED5C98C09768;02155 Computerarkitektur E09
F8962617-7BDF-45D0-B474-ED5C98C09768;02344 OOAD og databaser F09
F8962617-7BDF-45D0-B474-ED5C98C09768;02561 Computer grafik E10
F8962617-7BDF-45D0-B474-ED5C98C09768;02451 Digital signalbehandling E09
F8962617-7BDF-45D0-B474-ED5C98C09768;02355 Netteknologi B E09
F8962617-7BDF-45D0-B474-ED5C98C09768;02614 High-performance computing Jan 11
F8962617-7BDF-45D0-B474-ED5C98C09768;02330 Distribuerede indlejrede systemer E08
F8962617-7BDF-45D0-B474-ED5C98C09768;02321 Hardware/software programmering F09
F8962617-7BDF-45D0-B474-ED5C98C09768;02564 Realtidsgrafik F11
F8962617-7BDF-45D0-B474-ED5C98C09768;02829 Personaliserede og kontekst baserede mobile applikationer E10
F8962617-7BDF-45D0-B474-ED5C98C09768;02348 Programmeringsteknikker F09
E42D8DA2-8840-4622-9EB9-3AE468927BA1;02333 Parallelle og tidstro systemer E08
E42D8DA2-8840-4622-9EB9-3AE468927BA1;02345 IT-sikkerhed E09
E42D8DA2-8840-4622-9EB9-3AE468927BA1;02220 Distribuerede systemer
E42D8DA2-8840-4622-9EB9-3AE468927BA1;02335 Netteknologi A E08
E42D8DA2-8840-4622-9EB9-3AE468927BA1;02329 Datateknisk produktudvikling Jun 08
E42D8DA2-8840-4622-9EB9-3AE468927BA1;02155 Computerarkitektur E09
E42D8DA2-8840-4622-9EB9-3AE468927BA1;02283 Algoritmer for store datamængder
E42D8DA2-8840-4622-9EB9-3AE468927BA1;02155 Computerarkitektur E10
E42D8DA2-8840-4622-9EB9-3AE468927BA1;02233 Netværkssikkerhed
E42D8DA2-8840-4622-9EB9-3AE468927BA1;02241 Robuste Software Systemer
E42D8DA2-8840-4622-9EB9-3AE468927BA1;02340 Datamat arkitektur F09
E42D8DA2-8840-4622-9EB9-3AE468927BA1;02350 Windows Programming using C# and .Net E09
E42D8DA2-8840-4622-9EB9-3AE468927BA1;02355 Netteknologi B E09
E42D8DA2-8840-4622-9EB9-3AE468927BA1;02393 Programmering i C++ E10
E42D8DA2-8840-4622-9EB9-3AE468927BA1;02330 Distribuerede indlejrede systemer E08
E42D8DA2-8840-4622-9EB9-3AE468927BA1;02321 Hardware/software programmering F09
E42D8DA2-8840-4622-9EB9-3AE468927BA1;02348 Programmeringsteknikker F09
E42D8DA2-8840-4622-9EB9-3AE468927BA1;02344 OOAD og databaser F09
E42D8DA2-8840-4622-9EB9-3AE468927BA1;02323 Sandsynlighedsregning og Statistik  F09
E42D8DA2-8840-4622-9EB9-3AE468927BA1;02827 Prototypeudvikling af mobile applikationer F10
78E659FD-C050-41DD-B50A-22D81F2A98E9;02323 Sandsynlighedsregning og Statistik  F09
78E659FD-C050-41DD-B50A-22D81F2A98E9;02593 Statistik F09
BD4C28BB-7F13-4DD6-833F-7CFCD6FF9864;02593 Statistik E09
BD4C28BB-7F13-4DD6-833F-7CFCD6FF9864;02405 Sandsynlighedsregning F10
BD4C28BB-7F13-4DD6-833F-7CFCD6FF9864;02593 Statistik F11
BD4C28BB-7F13-4DD6-833F-7CFCD6FF9864;01035 Matematik 2 E09
BD4C28BB-7F13-4DD6-833F-7CFCD6FF9864;01035 Matematik 2 F10
BD4C28BB-7F13-4DD6-833F-7CFCD6FF9864;02323 Sandsynlighedsregning og Statistik  F09
BD4C28BB-7F13-4DD6-833F-7CFCD6FF9864;02593 Statistik F09
BD4C28BB-7F13-4DD6-833F-7CFCD6FF9864;02323 Sandsynlighedsregning og Statistik  E09
BD4C28BB-7F13-4DD6-833F-7CFCD6FF9864;02323 Sandsynlighedsregning og Statistik  F11
00E72915-486C-4581-A96F-DBD7C80D375F;02345 IT-sikkerhed E09
00E72915-486C-4581-A96F-DBD7C80D375F;02335 Netteknologi A E08
00E72915-486C-4581-A96F-DBD7C80D375F;02326 Algoritmer og Datastrukturer F09
00E72915-486C-4581-A96F-DBD7C80D375F;02101 Indledende programmering E08
00E72915-486C-4581-A96F-DBD7C80D375F;02350 Windows Programming using C# and .Net E09
00E72915-486C-4581-A96F-DBD7C80D375F;02832 IT-støttet kommunikation og distribueret samarbejde Jan 09
00E72915-486C-4581-A96F-DBD7C80D375F;02813 Innovation og digitale medier E10
00E72915-486C-4581-A96F-DBD7C80D375F;02811 Menneske maskine interaktion og design E08
00E72915-486C-4581-A96F-DBD7C80D375F;02431 Risikomanagement Jan 10
00E72915-486C-4581-A96F-DBD7C80D375F;02402 Introduktion til statistik  F09
00E72915-486C-4581-A96F-DBD7C80D375F;02344 OOAD og databaser F09
1CC9EAA8-FB94-49BA-9C49-956146475C05;02405 Sandsynlighedsregning F10
1CC9EAA8-FB94-49BA-9C49-956146475C05;02405 Sandsynlighedsregning F11
A0329836-178D-4508-A6AD-35E1B2AB7D63;02457 Signalbehandling i ikke-lineære systemer E09
A0329836-178D-4508-A6AD-35E1B2AB7D63;02503 Videregående billedanalyse F09
C3B7AD52-D9D7-4862-8E7F-06CC8F3548F4;01035 Matematik 2 E11
C3B7AD52-D9D7-4862-8E7F-06CC8F3548F4;02633 Indledende programmering med Matlab Jun 11
D132BDCB-60FB-4FF1-B14C-55C6405C715C;02429 Analyse af korrellerede data: Mixede Lineære Modeller. E08
A75C7F4A-4523-4C20-BC24-7145909C20A1;02565 Computer Animation og Modellering F09
A75C7F4A-4523-4C20-BC24-7145909C20A1;02561 Computer grafik E08
437A8612-F2DA-498E-B9FF-C6AB7EA0F4E9;02503 Videregående billedanalyse F11
EB717072-B3C2-463A-8B5E-3DE079033199;02323 Sandsynlighedsregning og Statistik  E09
EB717072-B3C2-463A-8B5E-3DE079033199;02319 Videregående Programmering for Diplom-E E08
A5D2AC52-0870-47BF-BD40-684B385E3610;02411 Statistisk forsøgsplanlægning F09
663EA3EF-CF6D-41B6-929D-91399B06C46A;02601 Introduktion til numeriske algoritmer F10
663EA3EF-CF6D-41B6-929D-91399B06C46A;02424 Videregående dataanalyse og statistisk modellering
663EA3EF-CF6D-41B6-929D-91399B06C46A;02417 Tidsrækkeanalyse E09
663EA3EF-CF6D-41B6-929D-91399B06C46A;02450 Introduktion til Machine Learning og Datamodellering
663EA3EF-CF6D-41B6-929D-91399B06C46A;02409 Multivariat statistik E11
663EA3EF-CF6D-41B6-929D-91399B06C46A;02411 Statistisk forsøgsplanlægning F11
663EA3EF-CF6D-41B6-929D-91399B06C46A;02402 Introduktion til statistik  E09
663EA3EF-CF6D-41B6-929D-91399B06C46A;02459 Machine Learning og Signalbehandling
663EA3EF-CF6D-41B6-929D-91399B06C46A;02631 Indledende programmering med Matlab E08
663EA3EF-CF6D-41B6-929D-91399B06C46A;01035 Matematik 2 E08
7F56B77F-B8E7-48AC-8C1A-5CA628759BCB;02633 Indledende programmering med Matlab Jun 09
7F56B77F-B8E7-48AC-8C1A-5CA628759BCB;02402 Introduktion til statistik  E08
